,text,retweetCount
5863,"#Demonetization Cash Crunch in #Andaman Banks Causing Endless Troubles to Customers, Banks Helpless https://t.co/JnlbhWxLhS",0
5864,RT @Joydas: Question in Narendra Modi App where PM is taking feedback if people support his #DeMonetization strategy https://t.co/pYgK8Rmg7r,120
5865,"Arun Sathe,  has been wishy-washy in his stance regarding #DeMonetization. Jumps from one point to the other, swing… https://t.co/lszoTtCyLk",2
5866,Support from common mass of India to #Demonetization https://t.co/vTH3C7WI5u,0
5867,"@narendramodi sir I believe in your plan for #Demonetization, but currency flow should be quick as ppl shouldn't lose faith in ur believe",0
5868,RT @pGurus1: CPI-M opposes Co-op Banks in West Bengal but supports them in Kerala! Y Pawar U-turned on #Demonetization https://t.co/ThzaV7r…,29
5869,"RT @ashu3page: Man ends life over fund shortage ahead of daughter’s wedding in Gujarat. #Demonetization 
https://t.co/DGAI5cf05y 
https://t…",132
5870,RT @Joydas: Question in Narendra Modi App where PM is taking feedback if people support his #DeMonetization strategy https://t.co/pYgK8Rmg7r,120
5871,"RT @DrKumarVishwas: And the Oscar goes to ""Mr.<U+092D><U+093E><U+0935><U+0941><U+0915>"" <ed><U+00A0><U+00BD><ed><U+00B8><U+00A9><ed><U+00A0><U+00BD><ed><U+00B8><U+00A5><ed><U+00A0><U+00BD><ed><U+00B8><U+00A2><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD>#demonetization https://t.co/ObQrhlNSL6",954
5872,RT @rssurjewala: Critical question: Was PayTM informed about #Demonetization edict by PM? It's clearly fishy and requires full disclosure &amp;…,331
5873,"RT @DrKumarVishwas: And the Oscar goes to ""Mr.<U+092D><U+093E><U+0935><U+0941><U+0915>"" <ed><U+00A0><U+00BD><ed><U+00B8><U+00A9><ed><U+00A0><U+00BD><ed><U+00B8><U+00A5><ed><U+00A0><U+00BD><ed><U+00B8><U+00A2><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD>#demonetization https://t.co/ObQrhlNSL6",954
5874,RT @abhitripathi15: Put ur Hand on ur God's book Gita or Quran... Can you say now #demonetization is not for ultimate benefit of 'INDIA'. #…,39
5875,RT @Joydas: Question in Narendra Modi App where PM is taking feedback if people support his #DeMonetization strategy https://t.co/pYgK8Rmg7r,120
5876,"RT @SinhaPune: Praises over #demonetization from international fraternity tells one thing. <ed><U+00A0><U+00BD><ed><U+00B1><U+0089> #oppositionxposed 

@iSirArnab @hindustanse @T…",225
5877,"RT @vaishaliishere: Stopping supply of condoms will stop prostitution. 
#DeMonetization logic",10
5878,RT @Joydas: Question in Narendra Modi App where PM is taking feedback if people support his #DeMonetization strategy https://t.co/pYgK8Rmg7r,120
5879,Actually #DeMonetization takes over as No. 1 Scam title from #GujaratModel of Development. Tea Selling becomes No. 3 https://t.co/kmvz3pfQRN,2
5880,"#Demonetization  
Time will tell whether it's a big though not flawless kick to push the country out of its comfort zone
@mrsfunnybones",0
5881,"RT @tjain2016: @narendramodi <ed><U+00A0><U+00BD><ed><U+00B9><U+008F> I'm with you, 
#Demonetization was a good decision against Corruption, but why it was not planned and execut…",27
5882,RT @Joydas: Question in Narendra Modi App where PM is taking feedback if people support his #DeMonetization strategy https://t.co/pYgK8Rmg7r,120
5883,RT @pGurus1: CPI-M opposes Co-op Banks in West Bengal but supports them in Kerala! Y Pawar U-turned on #Demonetization https://t.co/ThzaV7r…,29
5884,"#Demonetization  
Time will tell whether it's a big though not flawless kick to push the country out of its comfort zone
@Chikisarkar",0
5885,"RT @DrKumarVishwas: And the Oscar goes to ""Mr.<U+092D><U+093E><U+0935><U+0941><U+0915>"" <ed><U+00A0><U+00BD><ed><U+00B8><U+00A9><ed><U+00A0><U+00BD><ed><U+00B8><U+00A5><ed><U+00A0><U+00BD><ed><U+00B8><U+00A2><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD>#demonetization https://t.co/ObQrhlNSL6",954
5886,RT @rssurjewala: Critical question: Was PayTM informed about #Demonetization edict by PM? It's clearly fishy and requires full disclosure &amp;…,331
5887,"RT @vaishaliishere: Stopping supply of condoms will stop prostitution. 
#DeMonetization logic",10
5888,"RT @barbarindian: #demonetization #bulletin 
Severe liquidity crisis continues. Dire shortage of 500. Reconfigured ATMs useless bcoz - 2000…",45
5889,"#Demonetization  
Time will tell whether it's a big though not flawless kick to push the country out of its comfort zone
@DeShobhaa",0
5890,@AQpk #India PM #Modi shoots pakistani foot. Pakistan fake currency factory has been closed #demonetization plan will increase India GDP 25%,0
5891,"RT @DrKumarVishwas: And the Oscar goes to ""Mr.<U+092D><U+093E><U+0935><U+0941><U+0915>"" <ed><U+00A0><U+00BD><ed><U+00B8><U+00A9><ed><U+00A0><U+00BD><ed><U+00B8><U+00A5><ed><U+00A0><U+00BD><ed><U+00B8><U+00A2><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD>#demonetization https://t.co/ObQrhlNSL6",954
5892,RT @SAURAVK09644570: #MigrantWorkers under immense pressure. Effect of #Demonetization Not a single news of #BigCorporates in distress. @PM…,6
5893,"Big Bazaar....Big Queues....Big time consumption....Big Mess. Yeah. Chutta toh bhi milega ya nahi? :(

#bigbazaar #demonetization",0
5894,"RT @SatyendarJain: People who are supporting #demonetization  will definitely wake up, when lay off will start because  of economic slowdow…",103
5895,"#Demonetization  
Time will tell whether it's a big though not flawless kick to push the country out of its comfort zone
@dravirmani",0
5896,"Year 1946 #Demonetization Ordinance, Excitement, Panic &amp; Scramble For Exchange In Big Cities, Case Against Delhi Mi… https://t.co/vEllI9QSMA",0
5897,"#Demonetization  
Time will tell whether it's a big though not flawless kick to push the country out of its comfort zone
@virsanghvi",0
5898,"RT @IYC: Is Indian Railways still unaware about #demonetization ???

Will @sureshpprabhu @manojsinhabjp take note of it

CC @narendramodi @…",165
5899,RT @Joydas: Question in Narendra Modi App where PM is taking feedback if people support his #DeMonetization strategy https://t.co/pYgK8Rmg7r,120
5900,RT @rssurjewala: Critical question: Was PayTM informed about #Demonetization edict by PM? It's clearly fishy and requires full disclosure &amp;…,331
5901,"$ @MVenkaiahNaidu People are, by and large,supporting #demonetization , but r hugely upset with ATMs not dispensing cash for 9 days in a row",0
5902,RT @RevathiRajeevan: These #Kerala women are least bothered about #demonetization. Because they hardly ever see 500 and 1000 notes. (1/12)…,8
5903,"@rupasubramanya 's scathing, logical, and articulate take down of Larry Summer's blog post on #DeMonetization
https://t.co/NGKGvkJvqy",0
5904,"#Demonetization  
Time will tell whether it's a big though not flawless kick to push the country out of its comfort zone.
@PritishNandy",0
5905,RT @rssurjewala: Critical question: Was PayTM informed about #Demonetization edict by PM? It's clearly fishy and requires full disclosure &amp;…,331
5906,"#Demonetization  
Time will tell whether it's a big though not flawless kick to push the country out of its comfort zone.
@AnupamPkher",0
5907,RT @jitenderkhalsa: Dy CM @msisodia  detaiend at Parliament Street Police station as they march to Parliament against #Demonetization . htt…,47
5908,"RT @DaaruBaazMehta: Dy CM @msisodia  detaiend at Parliament Street Police station as they march to Parliament against #Demonetization

#not…",59
5909,RT @ippatel: Retaining all seats of LS and state in Byelection by BJP has proved the people's support on #DeMonetization. It should be abov…,123
5910,"#NewsDog #Analysis #Demonetization #EconomicsBehind 
Economics behind demonetization of Rs 1000 &amp; 500 notes in India.https://t.co/O2k5grr7DZ",0
5911,RT @meshrammanish07: Lesser people on #ATM queue. I assume adequate money is now in the system. #Demonetization.,1
5912,"#Demonetization  
Time will tell whether it's a big though not flawless kick to push the country out of its comfort zone.
@sagarikaghose",0
5913,RT @RamraoKP_: Exactly #PMSavedKashmir  after #demonetization Pakistan sponsored stone palters disappeared from Kashmir :) Thanku pm @naren…,15
5914,"RT @DipendraDipzo: #Demonetization effect 
Here comes another batch of Maoists..
Keep on watching - More to come
#NoMoneyYaar https://t.co/…",43
5915,"RT @deep_anchor: It's another day for you and me in  paradise.
#Demonetization
#CurrencyBan
#AccheDin
( via @ttindia ) https://t.co/sKuU8ei…",20
5916,"RT @dna: #Demonetization: Paan shop owner gets 'fake' Rs 2,000 note in Ahmedabad https://t.co/ePVcU2T38F",24
5917,"RT @tjain2016: @narendramodi <ed><U+00A0><U+00BD><ed><U+00B9><U+008F> I'm with you, 
#Demonetization was a good decision against Corruption, but why it was not planned and execut…",27
5918,"RT @vaishaliishere: Stopping supply of condoms will stop prostitution. 
#DeMonetization logic",10
5919,"RT @DrKumarVishwas: And the Oscar goes to ""Mr.<U+092D><U+093E><U+0935><U+0941><U+0915>"" <ed><U+00A0><U+00BD><ed><U+00B8><U+00A9><ed><U+00A0><U+00BD><ed><U+00B8><U+00A5><ed><U+00A0><U+00BD><ed><U+00B8><U+00A2><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD>#demonetization https://t.co/ObQrhlNSL6",954
5920,DO YOU SUPPORT #DEMONETISATION  #DEMONETIZATION MOVE BT PM @NARENDRAMODI ? #BLACKMONEY #corruption,0
5921,"RT @DrKumarVishwas: And the Oscar goes to ""Mr.<U+092D><U+093E><U+0935><U+0941><U+0915>"" <ed><U+00A0><U+00BD><ed><U+00B8><U+00A9><ed><U+00A0><U+00BD><ed><U+00B8><U+00A5><ed><U+00A0><U+00BD><ed><U+00B8><U+00A2><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD>#demonetization https://t.co/ObQrhlNSL6",954
5922,"RT @DrKumarVishwas: And the Oscar goes to ""Mr.<U+092D><U+093E><U+0935><U+0941><U+0915>"" <ed><U+00A0><U+00BD><ed><U+00B8><U+00A9><ed><U+00A0><U+00BD><ed><U+00B8><U+00A5><ed><U+00A0><U+00BD><ed><U+00B8><U+00A2><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD>#demonetization https://t.co/ObQrhlNSL6",954
5923,RT @ShashiTharoor: Joined Kerala MPs protesting the exclusion of co-operative banks from #demonetization arrangements. 90% of rural savers…,48
5924,RT @Ra_THORe: #Demonetization #IndiaFightsCorruption Immense courage needed to take such a momentous decision @arunjaitley @narendramodi @P…,43
5925,RT @ippatel: Retaining all seats of LS and state in Byelection by BJP has proved the people's support on #DeMonetization. It should be abov…,123
5926,RT @rssurjewala: Critical question: Was PayTM informed about #Demonetization edict by PM? It's clearly fishy and requires full disclosure &amp;…,331
5927,"RT @vaishaliishere: Stopping supply of condoms will stop prostitution. 
#DeMonetization logic",10
5928,"RT @laxman_xy: 'We don't know about rest of India but we Kashmiris are very happy with #Demonetization '
https://t.co/WDpsFankI1",15
5929,RT @jairajp: One cartoon that explains everything that’s happening in #DeMonetization… Missed Target; Bad Execution; Severe Collateral Dama…,5
5930,Lesser people on #ATM queue. I assume adequate money is now in the system. #Demonetization.,1
5931,"RT @DrKumarVishwas: And the Oscar goes to ""Mr.<U+092D><U+093E><U+0935><U+0941><U+0915>"" <ed><U+00A0><U+00BD><ed><U+00B8><U+00A9><ed><U+00A0><U+00BD><ed><U+00B8><U+00A5><ed><U+00A0><U+00BD><ed><U+00B8><U+00A2><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD>#demonetization https://t.co/ObQrhlNSL6",954
5932,"RT @DrKumarVishwas: And the Oscar goes to ""Mr.<U+092D><U+093E><U+0935><U+0941><U+0915>"" <ed><U+00A0><U+00BD><ed><U+00B8><U+00A9><ed><U+00A0><U+00BD><ed><U+00B8><U+00A5><ed><U+00A0><U+00BD><ed><U+00B8><U+00A2><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD>#demonetization https://t.co/ObQrhlNSL6",954
5933,RT @SatyendarJain: Daily wage earner are the first sufferer of #demonetization. Others will feel the consequences of economic slowdown shor…,48
5934,"With all the focus on #demonetization, will gov't make time to reach consensus and pass #GST? Read this thing I wro… https://t.co/MFdVdvqlKI",0
5935,"RT @DrKumarVishwas: And the Oscar goes to ""Mr.<U+092D><U+093E><U+0935><U+0941><U+0915>"" <ed><U+00A0><U+00BD><ed><U+00B8><U+00A9><ed><U+00A0><U+00BD><ed><U+00B8><U+00A5><ed><U+00A0><U+00BD><ed><U+00B8><U+00A2><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD>#demonetization https://t.co/ObQrhlNSL6",954
5936,"RT @IbrahimTasleem: People around him Snatched his Mike
when Congress Leader Praising #DeMonetization in Rajasthan

Epic video must watch a…",100
5937,RT @fgautier26: A little noticed consequence of #demonetization drive of @narendramodi  is that  valley of Kashmir has gone very quiet: no…,40
5938,RT @pGurus1: CPI-M opposes Co-op Banks in West Bengal but supports them in Kerala! Y Pawar U-turned on #Demonetization https://t.co/ThzaV7r…,29
5939,"RT @vaishaliishere: Stopping supply of condoms will stop prostitution. 
#DeMonetization logic",10
5940,"RT @dna: #Demonetization: 82,500 ATMs re-calibrated to dispense new notes https://t.co/BC1XHiZEdw",14
5941,"RT @WhirlingDervesh: True,WhatsApp forwards on #demonetization convinced many gullible there is no blunder and  Modi as messiah will do goo…",4
5942,"RT @DrKumarVishwas: And the Oscar goes to ""Mr.<U+092D><U+093E><U+0935><U+0941><U+0915>"" <ed><U+00A0><U+00BD><ed><U+00B8><U+00A9><ed><U+00A0><U+00BD><ed><U+00B8><U+00A5><ed><U+00A0><U+00BD><ed><U+00B8><U+00A2><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD>#demonetization https://t.co/ObQrhlNSL6",954
5943,"RT @SwachhPolitics: #Demonetization
Can't believe people openly supporting black money: PM Modi 
Can't believe PM @NarendraModi allowed 80…",3
5944,"RT @DrKumarVishwas: And the Oscar goes to ""Mr.<U+092D><U+093E><U+0935><U+0941><U+0915>"" <ed><U+00A0><U+00BD><ed><U+00B8><U+00A9><ed><U+00A0><U+00BD><ed><U+00B8><U+00A5><ed><U+00A0><U+00BD><ed><U+00B8><U+00A2><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD>#demonetization https://t.co/ObQrhlNSL6",954
5945,"RT @ashu3page: Man ends life over fund shortage ahead of daughter’s wedding in Gujarat. #Demonetization 
https://t.co/DGAI5cf05y 
https://t…",132
5946,RT @ippatel: Retaining all seats of LS and state in Byelection by BJP has proved the people's support on #DeMonetization. It should be abov…,123
5947,RT @jairajp: So this #DeMonetization has been so Tragic in Implementation that modi govt is Flouting RBI rules for Banking License and Oper…,25
5948,Can't help but notice results of #bypolls being termed as referendum on #demonetization. Even #BJP would oppose to this.,0
5949,RT @CMOMaharashtra: Watch what @sonunigam thinks about #demonetization .. https://t.co/vXt09c64zY,428
5950,"RT @ashu3page: #Demonetization : Paan shop owner gets 'fake' Rs 2,000 note in Ahmedabad.
https://t.co/DRxxTEw9Zt",21
5951,"RT @PathanAsmakhan: Patriotism is supporting your country all the time, and your government when it deserves it.
#demonetization https://t.…",17
5952,TRUTH (#Modi #BJP #India #malaya #kingfisher #IndiaFightsBlackMoney #IndiaFirst  #ModiFightsCorruption… https://t.co/AWAkqcy3Q9,1
5953,RT @WIONews: Live now on #WION: How is #India's #demonetization working? Plastic over Paper. Join this exclusive coverage with @anchalvohra…,5
5954,"RT @ashu3page: Man ends life over fund shortage ahead of daughter’s wedding in Gujarat. #Demonetization 
https://t.co/DGAI5cf05y 
https://t…",132
5955,"RT @DrKumarVishwas: And the Oscar goes to ""Mr.<U+092D><U+093E><U+0935><U+0941><U+0915>"" <ed><U+00A0><U+00BD><ed><U+00B8><U+00A9><ed><U+00A0><U+00BD><ed><U+00B8><U+00A5><ed><U+00A0><U+00BD><ed><U+00B8><U+00A2><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD>#demonetization https://t.co/ObQrhlNSL6",954
5956,"RT @ashu3page: #Demonetization : Paan shop owner gets 'fake' Rs 2,000 note in Ahmedabad.
https://t.co/DRxxTEw9Zt",21
5957,"Hardship is General Category vs Reserved Category, Donation(Management Quota) vs Merit. Why are people ignoring these facts #Demonetization",0
5958,"RT @BspUp2017: #Demonetization succinctly explained by Rebel Politik.
 #NoteNahiPMBadlo #<U+0938><U+0902><U+0938><U+0926>_<U+092A><U+0941><U+0915><U+093E><U+0930><U+0947>_PM_<U+092A><U+094D><U+092F><U+093E><U+0930><U+0947> #MayawatiNextUPCM #BSP @invi…",53
5959,"RT @ashu3page: Man ends life over fund shortage ahead of daughter’s wedding in Gujarat. #Demonetization 
https://t.co/DGAI5cf05y 
https://t…",132
5960,RT @rssurjewala: Critical question: Was PayTM informed about #Demonetization edict by PM? It's clearly fishy and requires full disclosure &amp;…,331
5961,RT @Joydas: Question in Narendra Modi App where PM is taking feedback if people support his #DeMonetization strategy https://t.co/pYgK8Rmg7r,120
5962,@narendramodi  #DeMonetization request to waive off credit card service charges to encourage electronic payment paid 2% service charge now,0
5963,RT @Joydas: Question in Narendra Modi App where PM is taking feedback if people support his #DeMonetization strategy https://t.co/pYgK8Rmg7r,120
5964,"People with lots of #BlackMoney , shouting more against #demonetization . #NarendraModi #media is dividing people in poor and rich. sad",0
5965,RT @Joydas: Question in Narendra Modi App where PM is taking feedback if people support his #DeMonetization strategy https://t.co/pYgK8Rmg7r,120
5966,"RT @deep_anchor: India's Modi Didn't Do His Homework https://t.co/RiJENeWX7y
#Demonetization",14
5967,"RT @CNNnews18: PM Narendra Modi seeks public's view on #demonetization, asks them to take part in the survey on Narendra Modi app. https://…",13
5968,What do u expect from @RNTata2000 to say against #DeMonetization? madam @drtamilisaibjp,0
5969,RT @Joydas: Question in Narendra Modi App where PM is taking feedback if people support his #DeMonetization strategy https://t.co/pYgK8Rmg7r,120
5970,"RT @DrKumarVishwas: And the Oscar goes to ""Mr.<U+092D><U+093E><U+0935><U+0941><U+0915>"" <ed><U+00A0><U+00BD><ed><U+00B8><U+00A9><ed><U+00A0><U+00BD><ed><U+00B8><U+00A5><ed><U+00A0><U+00BD><ed><U+00B8><U+00A2><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD>#demonetization https://t.co/ObQrhlNSL6",954
5971,RT @Joydas: Question in Narendra Modi App where PM is taking feedback if people support his #DeMonetization strategy https://t.co/pYgK8Rmg7r,120
5972,"RT @tweepul: Even if you're 100% white money &amp; even if you're unaffected, this #demonetization move has given a lot of folks a reason to pa…",48
5973,"RT @tweepul: Even if you're 100% white money &amp; even if you're unaffected, this #demonetization move has given a lot of folks a reason to pa…",48
5974,"#Demonetization: It's just the beginning, says PM Modi as #BJP #MPs endorse his crusade https://t.co/Mf2EVvWA9X",0
5975,"RT @SatyendarJain: People who are supporting #demonetization  will definitely wake up, when lay off will start because  of economic slowdow…",103
5976,"RT @DrKumarVishwas: And the Oscar goes to ""Mr.<U+092D><U+093E><U+0935><U+0941><U+0915>"" <ed><U+00A0><U+00BD><ed><U+00B8><U+00A9><ed><U+00A0><U+00BD><ed><U+00B8><U+00A5><ed><U+00A0><U+00BD><ed><U+00B8><U+00A2><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD>#demonetization https://t.co/ObQrhlNSL6",954
5977,RT @vishalvkumar: @Vaibhav_CFA History tells that #demonetization failed every where globally. Its like burning down your house to get rid…,2
5978,"RT @IbrahimTasleem: People around him Snatched his Mike
when Congress Leader Praising #DeMonetization in Rajasthan

Epic video must watch a…",100
5979,"RT @SwachhPolitics: #Demonetization
Can't believe people openly supporting black money: PM Modi 
Can't believe PM @NarendraModi allowed 80…",3
5980,RT @ShashiTharoor: @Rajharitas that wld also have been incomplete. There'd be no disruption if Govt agreed2 debate on #demonetization under…,9
5981,RT @Joydas: Question in Narendra Modi App where PM is taking feedback if people support his #DeMonetization strategy https://t.co/pYgK8Rmg7r,120
5982,RT @Joydas: Question in Narendra Modi App where PM is taking feedback if people support his #DeMonetization strategy https://t.co/pYgK8Rmg7r,120
5983,RT @stausifr: When the PMO acts like a PRO #demonetization,1
5984,"going by the tweets about @narendramodi's ""feedback"" request about #demonetization, one can expect ""Should there be elections in 2019?"" too!",0
5985,"RT @SwachhPolitics: #Demonetization
Can't believe people openly supporting black money: PM Modi 
Can't believe PM @NarendraModi allowed 80…",3
5986,"When Bank cannot serve their customers then how come private non banking concern can serve
#Demonetization",0
5987,"RT @rssurjewala: ModiJi,47 dead tragically post over hyped #Demonetization drive!Do u feel the pain of these families?Then, apologize.https…",348
5988,"@Krishnara @Being_Humor @sunetrac on 12th nov, i had a seizure a few yards away frm ATM... can i blame #Demonetization",0
5989,"RT @DipendraDipzo: #Demonetization effect 
Here comes another batch of Maoists..
Keep on watching - More to come
#NoMoneyYaar https://t.co/…",43
5990,RT @Joydas: Question in Narendra Modi App where PM is taking feedback if people support his #DeMonetization strategy https://t.co/pYgK8Rmg7r,120
5991,"RT @ashu3page: Man ends life over fund shortage ahead of daughter’s wedding in Gujarat. #Demonetization 
https://t.co/DGAI5cf05y 
https://t…",132
5992,RT @Joydas: Question in Narendra Modi App where PM is taking feedback if people support his #DeMonetization strategy https://t.co/pYgK8Rmg7r,120
5993,"RT @DipendraDipzo: #Demonetization effect 
As said earlier - Mass surrender of Naxals and Maoists are coming -
More to come
#NoMoneyYaar ht…",33
5994,RT @Joydas: Question in Narendra Modi App where PM is taking feedback if people support his #DeMonetization strategy https://t.co/pYgK8Rmg7r,120
5995,RT @Joydas: Question in Narendra Modi App where PM is taking feedback if people support his #DeMonetization strategy https://t.co/pYgK8Rmg7r,120
5996,"RT @FrustIndian: Since #Demonetization was announced, i have been living like i used to when i was doing engineering.
Haven't taken any not…",11
5997,"RT @prashantktm: Voices from the ground in UP - on #demonetization. Women complain, yet support move in Jaunpur. https://t.co/2cqfAnzBhd",1944
5998,"RT @DrKumarVishwas: And the Oscar goes to ""Mr.<U+092D><U+093E><U+0935><U+0941><U+0915>"" <ed><U+00A0><U+00BD><ed><U+00B8><U+00A9><ed><U+00A0><U+00BD><ed><U+00B8><U+00A5><ed><U+00A0><U+00BD><ed><U+00B8><U+00A2><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD>#demonetization https://t.co/ObQrhlNSL6",954
5999,"RT @DipendraDipzo: #Demonetization effect 
Here comes another batch of Maoists..
Keep on watching - More to come
#NoMoneyYaar https://t.co/…",43
6000,"RT @tweepul: Even if you're 100% white money &amp; even if you're unaffected, this #demonetization move has given a lot of folks a reason to pa…",48
6001,"RT @rohitavasaha: I had to share this <ed><U+00A0><U+00BD><ed><U+00B8><U+0080>
Just today had an animated debate with friends over economists' opinion on #demonetization https://…",5
6002,RT @Joydas: Question in Narendra Modi App where PM is taking feedback if people support his #DeMonetization strategy https://t.co/pYgK8Rmg7r,120
6003,"RT @DipendraDipzo: #Demonetization effect 
Here comes another batch of Maoists..
Keep on watching - More to come
#NoMoneyYaar https://t.co/…",43
6004,RT @Joydas: Question in Narendra Modi App where PM is taking feedback if people support his #DeMonetization strategy https://t.co/pYgK8Rmg7r,120
6005,#Demonetization #DeMonetisation RaGa withdrew Rs4000 from ATM &amp; dead terrorists had Rs4000 requires .. @Neera_26… https://t.co/PsO6LIavfw,0
6006,"@SitaramYechury Continue with your rants against #demonetization 
People of Bengal has answered you. LOL Salaam. https://t.co/IqVxyqVtIH",19
6007,"RT @SJVatsal: #Toon-Cheating hai ji
(#Modi #BJP #India #ModiFightsCorruption #demonetization #BlackMoney #noteban #NoteBandi #IndiaFightsCo…",1
6008,RT @Joydas: Question in Narendra Modi App where PM is taking feedback if people support his #DeMonetization strategy https://t.co/pYgK8Rmg7r,120
6009,"#Demonetization
Can't believe people openly supporting black money: PM Modi 
Can't believe PM @NarendraModi allowed 80 massacre in 13days?",3
6010,RT @Joydas: Question in Narendra Modi App where PM is taking feedback if people support his #DeMonetization strategy https://t.co/pYgK8Rmg7r,120
6011,"RT @JanLokPaal: Farmers in Surat protesting against #demonetization, as cash crunch has almost crippled rural economy in south Guj? https:/…",3
6012,"RT @ShashiTharoor: Aim of #demonetization laudable, but Govt has no road map2create institutional architecture needed, says @SalmanSoz  htt…",82
6013,RT @satishacharya: Happy People! @mail_today cartoon #demonetization #cashchaos https://t.co/2Yn8y39QrV,153
6014,RT @jairajp: One cartoon that explains everything that’s happening in #DeMonetization… Missed Target; Bad Execution; Severe Collateral Dama…,5
6015,Even the periods of liberals is happening due to #demonetization,0
6016,RT @Joydas: Question in Narendra Modi App where PM is taking feedback if people support his #DeMonetization strategy https://t.co/pYgK8Rmg7r,120
6017,RT @ippatel: Retaining all seats of LS and state in Byelection by BJP has proved the people's support on #DeMonetization. It should be abov…,123
6018,"RT @ashu3page: #Demonetization : Paan shop owner gets 'fake' Rs 2,000 note in Ahmedabad.
https://t.co/DRxxTEw9Zt",21
6019,Modi's #DeMonetization was actually a strategy to bring whole of India on-line (ATM/Banks) #DigitalIndia,2
6020,RT @Joydas: Question in Narendra Modi App where PM is taking feedback if people support his #DeMonetization strategy https://t.co/pYgK8Rmg7r,120
6021,@narendramodi We should have at least 30 minutes to 1 hour session on news channels for what a #CommonMan should do in this #demonetization.,0
6022,"RT @Mr_LoLwa: Politicians  reaction,
If modi withdraws  #demonetization scheme Today.<ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082> https://t.co/OO0MptVdQT",36
6023,"RT @DipendraDipzo: #Demonetization effect 
Here comes another batch of Maoists..
Keep on watching - More to come
#NoMoneyYaar https://t.co/…",43
6024,RT @Joydas: Question in Narendra Modi App where PM is taking feedback if people support his #DeMonetization strategy https://t.co/pYgK8Rmg7r,120
6025,RT @indianyogi: @narendramodi we elected u 4 taking bold decisions in national interest. Bigger cry against #demonetization means bigger lo…,10
6026,"RT @ashu3page: Man ends life over fund shortage ahead of daughter’s wedding in Gujarat. #Demonetization 
https://t.co/DGAI5cf05y 
https://t…",132
6027,"RT @DrKumarVishwas: And the Oscar goes to ""Mr.<U+092D><U+093E><U+0935><U+0941><U+0915>"" <ed><U+00A0><U+00BD><ed><U+00B8><U+00A9><ed><U+00A0><U+00BD><ed><U+00B8><U+00A5><ed><U+00A0><U+00BD><ed><U+00B8><U+00A2><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD>#demonetization https://t.co/ObQrhlNSL6",954
6028,"RT @FrustIndian: Since #Demonetization was announced, i have been living like i used to when i was doing engineering.
Haven't taken any not…",11
6029,"RT @ashu3page: Man ends life over fund shortage ahead of daughter’s wedding in Gujarat. #Demonetization 
https://t.co/DGAI5cf05y 
https://t…",132
6030,"RT @godavar: So, a story that tells you the flipside of the digital revolution @Paytm and #Demonetization are busy celebrating. My phone go…",10
6031,#DeMonetisation #DeMonetization #Reality . RIP to the 70+ people who died because of this step. https://t.co/Zwpql5fRwN,0
6032,RT @ippatel: Retaining all seats of LS and state in Byelection by BJP has proved the people's support on #DeMonetization. It should be abov…,123
6033,@AAPVed @narendramodi we elected u 4 takng bld decisions in national intrst. Biger cry against #demonetization mean biger loss of blk money,0
6034,RT @Joydas: Question in Narendra Modi App where PM is taking feedback if people support his #DeMonetization strategy https://t.co/pYgK8Rmg7r,120
6035,"RT @DipendraDipzo: #Demonetization effect 
Here comes another batch of Maoists..
Keep on watching - More to come
#NoMoneyYaar https://t.co/…",43
6036,RT @Joydas: Question in Narendra Modi App where PM is taking feedback if people support his #DeMonetization strategy https://t.co/pYgK8Rmg7r,120
6037,RT @Dipankar_cpiml: #DeMonetization is a big time gamble which may result in a major economic slowdown apart from its immediate disruptive…,10
6038,"RT @DipendraDipzo: #Demonetization effect 
As said earlier - Mass surrender of Naxals and Maoists are coming -
More to come
#NoMoneyYaar ht…",33
6039,RT @rssurjewala: Critical question: Was PayTM informed about #Demonetization edict by PM? It's clearly fishy and requires full disclosure &amp;…,331
6040,"RT @FrustIndian: Since #Demonetization was announced, i have been living like i used to when i was doing engineering.
Haven't taken any not…",11
6041,RT @coolfunnytshirt: Delhiites least affected by #demonetization &amp; long queues at ATMs. They are doing online transactions with free wi-fi…,260
6042,RT @Joydas: Question in Narendra Modi App where PM is taking feedback if people support his #DeMonetization strategy https://t.co/pYgK8Rmg7r,120
